Timestamp,Your name,Team,Games,Team,Games,Team,Games,Team,Games
,MARC,SJ,7,DET,5,PHI,6,TB,6
,DAD,SJ,6,CAL,7,PHI,6,TB,6
,MOM,COL,7,CAL,7,TOR,6,TB,5
,JACLYN,SJ,5,DET,5,PHI,4,TB,6
,STEPHANIE,COL,5,DET,5,TOR,5,TB,4
