Timestamp,Your name,Team,Games,Team,Games,Team,Games,Team,Games
,DERRICK,STL,5,NAS,6,WAS,6,PHI,5
,JACLYN,STL,6,NAS,6,WAS,6,NJD,6
,MARC,LA,5,NAS,6,NYR,7,PHI,6
,NATHAN,STL,6,NAS,6,NYR,5,PHI,5
,NICKALL,LA,6,NAS,6,WAS,7,PHI,7
,RYAN,LA,7,NAS,6,WAS,5,PHI,6
,STEPH,LA,6,PHX,6,WAS,6,PHI,5
