Timestamp,Your name,Team,Games
,BENEDICT,SJ,6
,DERRICK,SJ,6
,GLENDA,PIT,5
,JACLYN,PIT,6
,JAKE,PIT,7
,JAMIE,PIT,7
,MARC,PIT,7
,NATHAN,SJ,5
,NICKALL,PIT,6
,ROBIN,SJ,6
,RYAN,SJ,5
,STEPHANIE,PIT,6
