Timestamp,Your name,Team,Games,Team,Games,Team,Games,Team,Games
,MARC,EDM,6,COL,6,OTT,5,CAR,7
,DERRICK,EDM,6,ANA,5,OTT,6,NJ,6
,CHRIS,EDM,7,ANA,6,OTT,5,CAR,6
,JACLYN,EDM,4,COL,5,OTT,4,NJ,4
,STEPHANIE,SJ,5,ANA,6,BUF,6,CAR,6
